序号,招聘平台,岗位类型一级,岗位类型二级,岗位名称,岗位类型企业/公务员/事业单位/军队文职,公司名称,公司规模,所在省份,城市,详细地址,学历要求,经验要求,薪资范围,福利标签,工作内容,任职要求,岗位链接,发布时间,投递起始时间,投递截止时间,证书要求,备注（技能要求）
153941,猎聘,能源/化工/环保,化学,计算化学研究科学家,企业职位,深度原理,1-49人,,武汉,杭州-萧山区,博士,经验不限,20-35k·17薪,,,,https://www.liepin.com/job/1974982669.shtml,20260311125052,,,,
153942,猎聘,能源/化工/环保,化学,电化学应用专家,企业职位,海兴电力,2000-5000人,,武汉,杭州-拱墅区,本科,5-10年,20-40k,,,,https://www.liepin.com/job/1973888225.shtml,20250416170837,,,,
153943,猎聘,能源/化工/环保,化学,化学燃料专家,企业职位,某大型知名整车制造公司,10000人以上,,武汉,宁波,硕士,8年以上,40-70k·15薪,,,,https://www.liepin.com/a/73580513.shtml,20260608093632,,,,
153944,猎聘,能源/化工/环保,化学,药物化学科学家,企业职位,西湖制药(杭州)有限公司,1-49人,,武汉,杭州-西湖区,博士,经验不限,35-60k·14薪,,,,https://www.liepin.com/job/1955110141.shtml,20251218163007,,,,
153945,猎聘,能源/化工/环保,化学,科研助理（材料化学方向）,企业职位,宁波东方理工大学,100-499人,,武汉,宁波-镇海区,本科,1年以上,5-8k,,,,https://www.liepin.com/job/1980685213.shtml,20260408150119,,,,
153946,猎聘,能源/化工/环保,化学,化学分析-代谢产物鉴定方向,企业职位,多禧生物,100-499人,,武汉,杭州-钱塘区,本科,1-3年,8-15k,,,,https://www.liepin.com/job/1981412945.shtml,20260421091958,,,,
153947,猎聘,能源/化工/环保,化学,化学实验室工程师 (MJ002162),企业职位,均胜安全,10000人以上,,武汉,湖州-长兴县,统招本科,3-5年,10-13k,,,,https://www.liepin.com/job/1979908151.shtml,20260121142413,,,,
153948,猎聘,能源/化工/环保,化学,表面处理工程师（电化学抛光）,企业职位,某国内其他制造业公司,50-99人,,武汉,嘉兴,本科,1-3年,15-18k,,,,https://www.liepin.com/a/75388841.shtml,20260521111736,,,,
153949,猎聘,能源/化工/环保,化学,化学工艺研究员,企业职位,领泰生物,1-49人,,武汉,绍兴-柯桥区,统招本科,3年以上,10-15k·14薪,,,,https://www.liepin.com/job/1978146837.shtml,20260423134905,,,,
153950,猎聘,能源/化工/环保,化学,化学研发分析副经理,企业职位,京新药业,2000-5000人,,武汉,杭州-萧山区,硕士,5年以上,30-35k·15薪,,,,https://www.liepin.com/job/1978107039.shtml,20260603111029,,,,
153951,猎聘,能源/化工/环保,化学,化学发光研发高级工程师,企业职位,杭州华葵金配生物科技有限公司,50-99人,,武汉,杭州-临平区,本科,3年以上,8-12k,,,,https://www.liepin.com/job/1981973445.shtml,20260422094416,,,,
153952,猎聘,能源/化工/环保,化学,生化研发工程师（电化学方向）,企业职位,浙江健拓医疗仪器科技有限公司,1000-2000人,,武汉,杭州,硕士,1-3年,薪资面议,,,,https://www.liepin.com/job/1956298395.shtml,20250731162719,,,,
153953,猎聘,能源/化工/环保,化学,核酸化学合成,企业职位,海昶生物,100-499人,,武汉,杭州-钱塘区,博士,1-3年,25-40k·14薪,,,,https://www.liepin.com/job/1981842597.shtml,20260601153731,,,,
153954,猎聘,能源/化工/环保,化学,高中教师（数学、历史、物理、化学）,企业职位,某杭州大型在线教育公司,1000-2000人,,武汉,杭州,本科,3-10年,15-30k,,,,https://www.liepin.com/a/74899725.shtml,20260421165037,,,,
153955,猎聘,能源/化工/环保,化学,实验室化学师（树脂）,企业职位,某宁波大型石化公司,2000-5000人,,武汉,衢州,学历不限,3-5年,20-27k·15薪,,,,https://www.liepin.com/a/74167241.shtml,20260529092942,,,,
153956,猎聘,能源/化工/环保,化学,AP化学老师,企业职位,某杭州培训服务公司,100-499人,,武汉,杭州,本科,5-10年,15-30k,,,,https://www.liepin.com/a/74183161.shtml,20260602122214,,,,
153957,猎聘,能源/化工/环保,化学,化学师,企业职位,海维特化工,100-499人,,武汉,杭州-余杭区,本科,1-3年,6-15k,,,,https://www.liepin.com/job/1982751049.shtml,20260609162106,,,,
153958,猎聘,能源/化工/环保,化学,化学分析研究员-硕士-宁波,企业职位,康龙化成,10000人以上,,武汉,宁波-慈溪,硕士,1-3年,10-15k,,,,https://www.liepin.com/job/1967188081.shtml,20250723162451,,,,
153959,猎聘,能源/化工/环保,化学,化学研究院负责人,企业职位,某国内制药上市公司,2000-5000人,,武汉,杭州-萧山区,硕士,10年以上,70-100k,,,,https://www.liepin.com/a/74372603.shtml,20260408114121,,,,
153960,猎聘,能源/化工/环保,化学,IBDP化学老师,企业职位,某宁波大型培训服务公司,500-999人,,武汉,宁波,本科,1-3年,15-30k,,,,https://www.liepin.com/a/74183333.shtml,20260602122214,,,,
153961,猎聘,能源/化工/环保,化学,工艺化学副总监/总监,企业职位,安道药业,50-99人,,武汉,杭州-临平区,硕士,5年以上,25-35k·14薪,,,,https://www.liepin.com/job/1982945245.shtml,20260528124948,,,,
153962,猎聘,能源/化工/环保,化学,制剂工艺研究员 （化学合成）(J26558),企业职位,信达生物制药(苏州)有限公司,5000-10000人,,武汉,杭州-临平区,硕士,3年以上,11-18k·14薪,,,,https://www.liepin.com/job/1980732007.shtml,20260307155829,,,,
153963,猎聘,能源/化工/环保,化学,化学分析测试员,企业职位,某知名公司,10000人以上,,武汉,嘉兴,本科,1-3年,15-30k·30薪,,,,https://www.liepin.com/a/76464489.shtml,20260609140203,,,,
153964,猎聘,能源/化工/环保,化学,化学工程与工艺设计(熟练专业设计人员）,企业职位,浙江华亿工程设计股份有限公司,100-499人,,武汉,绍兴-上虞区,本科,3-5年,20-50k,,,,https://www.liepin.com/job/1973740921.shtml,20260506112811,,,,
153965,猎聘,能源/化工/环保,化学,药物化学高级研究员,企业职位,多禧生物,100-499人,,武汉,杭州-钱塘区,博士,1年以上,20-35k,,,,https://www.liepin.com/job/1978467195.shtml,20260203084913,,,,
153966,猎聘,能源/化工/环保,化学,工艺化学研究员/合成研究员,企业职位,安道药业,50-99人,,武汉,杭州-临平区,本科,5-10年,12-18k,,,,https://www.liepin.com/job/1981589289.shtml,20260528124331,,,,
153967,猎聘,能源/化工/环保,化学,化学气相沉积制程课经理（CVD PE Manager）,企业职位,某杭州大型电子/半导体/集成电路公司,500-999人,,武汉,杭州-富阳区,本科,10年以上,50-60k·16薪,,,,https://www.liepin.com/a/74391423.shtml,20260408160136,,,,
153968,猎聘,能源/化工/环保,化学,化学工程师,企业职位,浙江大学杭州国际科创中心,500-999人,,武汉,杭州-萧山区,硕士,经验不限,10-20k,,,,https://www.liepin.com/job/1976888669.shtml,20260512163118,,,,
153969,猎聘,能源/化工/环保,化学,化学工程与工艺设计,企业职位,浙江华亿工程设计股份有限公司,100-499人,,武汉,绍兴-上虞区,本科,1-3年,13-30k,,,,https://www.liepin.com/job/1973740377.shtml,20260506112811,,,,
153970,猎聘,能源/化工/环保,化学,AP化学老师,企业职位,某知名公司,100-499人,,武汉,宁波,统招本科,1-3年,20-21k,,,,https://www.liepin.com/a/73315673.shtml,20260312170213,,,,
153971,猎聘,能源/化工/环保,化学,核酸化学研究员,企业职位,海昶生物,100-499人,,武汉,杭州-钱塘区,硕士,3年以上,13-26k·14薪,,,,https://www.liepin.com/job/1982496183.shtml,20260513135040,,,,
153972,猎聘,能源/化工/环保,化学,车间负责人（绿色化学合成）,企业职位,浙江博崤生物制药有限公司,100-499人,,武汉,杭州-富阳区,大专,5年以上,10-20k,,,,https://www.liepin.com/job/1981372711.shtml,20260609095737,,,,
153973,猎聘,能源/化工/环保,化学,化学分析主管-宁波,企业职位,康龙化成,10000人以上,,武汉,宁波-慈溪,本科,10年以上,13-20k,,,,https://www.liepin.com/job/1967188257.shtml,20250723162411,,,,
153974,猎聘,能源/化工/环保,化学,化学研究院院长,企业职位,京新药业,2000-5000人,,武汉,杭州-萧山区,博士,10年以上,50-80k,,,,https://www.liepin.com/job/1981833511.shtml,20260416170339,,,,
153975,猎聘,能源/化工/环保,化学,DSE化学生物老师,企业职位,某知名公司,100-499人,,武汉,温州,本科,1-3年,10-15k,,,,https://www.liepin.com/a/76472213.shtml,20260605174433,,,,
153976,猎聘,能源/化工/环保,化学,化学分析研究员,企业职位,京新药业,2000-5000人,,武汉,杭州-萧山区,本科,1-3年,8-10k,,,,https://www.liepin.com/job/1980957639.shtml,20260316133728,,,,
153977,猎聘,能源/化工/环保,化学,化学生产工程师,企业职位,杭州微远生物科技有限公司,50-99人,,武汉,杭州-滨江区,统招本科,5年以上,8-20k·14薪,,,,https://www.liepin.com/job/1981948445.shtml,20260527100218,,,,
153978,猎聘,能源/化工/环保,化学,国际理科老师（数学、物理、化学、经济等）,企业职位,杭州朗思教育咨询有限公司,50-99人,,武汉,杭州-拱墅区,统招本科,经验不限,15-30k·14薪,,,,https://www.liepin.com/job/1980962041.shtml,20260316143850,,,,
153979,猎聘,能源/化工/环保,化学,化学工程与工艺设计（应届生）,企业职位,浙江华亿工程设计股份有限公司,100-499人,,武汉,绍兴-上虞区,本科,经验不限,13-35k,,,,https://www.liepin.com/job/1973739113.shtml,20260506112811,,,,
153980,猎聘,能源/化工/环保,化学,化学分析员,企业职位,杭州拜斯化工科技有限公司,1-49人,,武汉,杭州-临安区,本科,1-3年,5-8k,,,,https://www.liepin.com/job/1975170471.shtml,20260605184241,,,,
153981,猎聘,能源/化工/环保,化学,化学测试工程师（科学仪器）,企业职位,海康威视,10000人以上,,武汉,杭州-滨江区,本科,5年以上,12-24k·15薪,,,,https://www.liepin.com/job/1973958429.shtml,20250419133948,,,,
153982,猎聘,能源/化工/环保,化学,表面化学工程师,企业职位,祥符实验室,50-99人,,武汉,嘉兴-嘉善县,硕士,经验不限,12-20k,,,,https://www.liepin.com/job/1976509859.shtml,20250815092050,,,,
153983,猎聘,能源/化工/环保,化学,化学气相沉积制程课经理,企业职位,某杭州大型电子/半导体/集成电路公司,500-999人,,武汉,杭州-富阳区,本科,5-10年,50-55k·15薪,,,,https://www.liepin.com/a/74425451.shtml,20260409104334,,,,
153984,猎聘,能源/化工/环保,化学,光化学研发工程师,企业职位,浙江仙琚制药股份有限公司,2000-5000人,,武汉,台州-仙居县,硕士,3-5年,15-20k,,,,https://www.liepin.com/job/1977717267.shtml,20251203164700,,,,
153985,猎聘,能源/化工/环保,化学,胶水/助剂类化学工程师/师傅,企业职位,吉邦玮永盛集团,50-99人,,武汉,杭州-萧山区,本科,5年以上,15-25k,,,,https://www.liepin.com/job/1969267565.shtml,20260604080458,,,,
153986,猎聘,能源/化工/环保,化学,化学气相沉积制程工程师（CVD PE）,企业职位,杭州富芯半导体有限公司,500-999人,,武汉,杭州-富阳区,统招本科,1-3年,12-18k·14薪,,,,https://www.liepin.com/job/1979266187.shtml,20260527105957,,,,
153987,猎聘,能源/化工/环保,化学,药物化学研究员,企业职位,杭州西子芯连科技有限公司,1-49人,,武汉,杭州-钱塘区,博士,1-3年,70-100k,,,,https://www.liepin.com/job/1977929249.shtml,20251022132235,,,,
153988,猎聘,能源/化工/环保,化学,化学分析,企业职位,普洛药业股份有限公司,5000-10000人,,武汉,金华,本科,2年以上,8-13k,,,,https://www.liepin.com/job/1963172671.shtml,20260511105812,,,,
153989,猎聘,能源/化工/环保,化学,化学研发科学家,企业职位,浙江梓晨控股集团有限公司,500-999人,,武汉,杭州-滨江区,博士,8年以上,30-45k,,,,https://www.liepin.com/job/1979417889.shtml,20251227113127,,,,
153990,猎聘,能源/化工/环保,化学,电化学研发负责人,企业职位,浙江健拓医疗仪器科技有限公司,1000-2000人,,武汉,杭州-临平区,硕士,5-10年,15-25k·15薪,,,,https://www.liepin.com/job/1960681225.shtml,20260227172101,,,,
153991,猎聘,能源/化工/环保,化学,化学研发负责人-小核酸方向,企业职位,某知名公司,1-49人,,武汉,杭州,博士,10年以上,80-100k,,,,https://www.liepin.com/a/75306623.shtml,20260513144047,,,,
153992,猎聘,能源/化工/环保,化学,检测销售经理/总监（材料化学及失效&可靠性）,企业职位,微谱,1000-2000人,,武汉,宁波-镇海区,本科,5-10年,25-40k·13薪,,,,https://www.liepin.com/job/1977596259.shtml,20260609094753,,,,
153993,猎聘,能源/化工/环保,化学,化学分析员,企业职位,宁波萃英化学技术有限公司,100-499人,,武汉,宁波-鄞州区,硕士,2年以上,12-15k·13薪,,,,https://www.liepin.com/job/1981374401.shtml,20260331104918,,,,
153994,猎聘,能源/化工/环保,化学,电化学气体传感器研发工程师,企业职位,亿联康医疗,100-499人,,武汉,杭州-西湖区,本科,3-5年,25-40k,,,,https://www.liepin.com/job/1979226377.shtml,20251218102211,,,,
153995,猎聘,能源/化工/环保,化学,化学工艺总监,企业职位,某宁波大型制药公司,5000-10000人,,武汉,宁波,博士,5-10年,40-65k,,,,https://www.liepin.com/a/73338891.shtml,20260511093732,,,,
153996,猎聘,能源/化工/环保,化学,高级药物化学研究员,企业职位,杭州西子芯连科技有限公司,1-49人,,武汉,绍兴-柯桥区,博士,3年以上,50-80k,,,,https://www.liepin.com/job/1978273083.shtml,20251112104340,,,,
153997,猎聘,能源/化工/环保,化学,化学工艺技术员,企业职位,览锐光电(宁波)有限公司,100-499人,,武汉,宁波-鄞州区,本科,1年以上,6-8k·13薪,,,,https://www.liepin.com/job/1982284063.shtml,20260506163713,,,,
153998,猎聘,能源/化工/环保,化学,合成化学工程师,企业职位,甬江实验室,100-499人,,武汉,宁波-镇海区,硕士,3年以上,7-11k·14薪,,,,https://www.liepin.com/job/1980546103.shtml,20260429172600,,,,
153999,猎聘,能源/化工/环保,化学,电化学传感器工程师,企业职位,浙江健拓医疗仪器科技有限公司,1000-2000人,,武汉,杭州-临平区,硕士,经验不限,8-10k·15薪,,,,https://www.liepin.com/job/1980317189.shtml,20260227172101,,,,
154000,猎聘,能源/化工/环保,化学,流体化学工程师,企业职位,科百特,5000-10000人,,武汉,杭州-萧山区,本科,2年以上,15-20k,,,,https://www.liepin.com/job/1954008813.shtml,20260601114444,,,,
154001,猎聘,能源/化工/环保,化学,资深电化学博士,企业职位,某杭州专业技术服务公司,,,武汉,绍兴,博士,3年以上,55-60k,,,,https://www.liepin.com/a/74248295.shtml,20260403144625,,,,
154002,猎聘,能源/化工/环保,化学,IVD销售经理（化学发光）,企业职位,某知名医疗器械上市公司,1000-2000人,,武汉,杭州,统招本科,5-10年,10-15k,,,,https://www.liepin.com/a/76470027.shtml,20260609173330,,,,
154003,猎聘,能源/化工/环保,化学,化学镀工程师/高级化学镀工程师,企业职位,飞锃半导体(上海)有限公司,100-499人,,武汉,杭州-钱塘区,本科,3-5年,12-30k,,,,https://www.liepin.com/job/1979845535.shtml,20260119140103,,,,
154004,猎聘,能源/化工/环保,化学,化学药剂工程师,企业职位,浙江莱宝显示科技有限公司,1000-2000人,,武汉,湖州-南浔区,本科,3年以上,12-16k·15薪,,,,https://www.liepin.com/job/1973625017.shtml,20250909164820,,,,
154005,猎聘,能源/化工/环保,化学,药物化学研究员（博士）--衢州复旦研究院,企业职位,衢州复旦研究院,1-49人,,武汉,衢州-柯城区,博士,经验不限,20-35k,,,,https://www.liepin.com/job/1972660263.shtml,20260227155544,,,,
154006,猎聘,能源/化工/环保,化学,计算化学/材料研究员,企业职位,与同技术(无锡)有限公司,1-49人,,武汉,宁波-镇海区,博士,经验不限,20-40k,,,,https://www.liepin.com/job/1979456781.shtml,20260228170558,,,,
154007,猎聘,能源/化工/环保,化学,化学燃料专家,企业职位,某宁波大型整车制造公司,10000人以上,,武汉,宁波,博士,10年以上,50-80k,,,,https://www.liepin.com/a/76199665.shtml,20260529114900,,,,
154008,猎聘,能源/化工/环保,化学,Procurement Supervisor 采购主管 - 化学品/化学原材料/Chemicals/Raw Materials,企业职位,某大型世界500强化工公司,5000-10000人,,武汉,衢州,统招本科,经验不限,20-25k·15薪,,,,https://www.liepin.com/a/75054079.shtml,20260609103155,,,,
154009,猎聘,能源/化工/环保,化学,核酸化学总监,企业职位,某杭州生物技术公司,1-49人,,武汉,杭州,博士,5-10年,70-90k,,,,https://www.liepin.com/a/75099643.shtml,20260427151801,,,,
154010,猎聘,能源/化工/环保,化学,A LEVEL化学教师,企业职位,杭州唯明文化艺术传播有限公司,,,武汉,杭州,本科,1-3年,12-19k,,,,https://www.liepin.com/job/1975863691.shtml,20260312091108,,,,
154011,猎聘,能源/化工/环保,化学,药物化学研究员--衢州复旦研究院,企业职位,衢州复旦研究院,1-49人,,武汉,衢州-柯城区,硕士,1-3年,15-25k,,,,https://www.liepin.com/job/1969904405.shtml,20260227155544,,,,
154012,猎聘,能源/化工/环保,化学,分析项目主管（化学原料药研发）,企业职位,京新药业,2000-5000人,,武汉,杭州-萧山区,硕士,5年以上,15-25k·13薪,,,,https://www.liepin.com/job/1974088165.shtml,20250424163233,,,,
154013,猎聘,能源/化工/环保,化学,化学分析工程师（电镀）,企业职位,宁波埃斯科光电有限公司,100-499人,,武汉,宁波,中专/中技,经验不限,7-9k,,,,https://www.liepin.com/job/1978132269.shtml,20260602103328,,,,
154014,猎聘,能源/化工/环保,化学,有机合成（药物化学）高级研究员,企业职位,凌科药业(杭州)有限公司,50-99人,,武汉,杭州,硕士,5-10年,11-18k,,,,https://www.liepin.com/job/1954897555.shtml,20240118151900,,,,
154015,猎聘,能源/化工/环保,化学,化学发光研发工程师,企业职位,杭州艾普佳臻生物科技有限公司,1-49人,,武汉,杭州-钱塘区,本科,1年以上,7-9k,,,,https://www.liepin.com/job/1981935515.shtml,20260518084130,,,,
154016,猎聘,能源/化工/环保,化学,Procurement Supervisor 采购主管 - 化学品/化学原材料/Chemicals/Raw Materials,企业职位,某大型世界500强化工公司,5000-10000人,,武汉,宁波,统招本科,经验不限,20-25k·15薪,,,,https://www.liepin.com/a/75054071.shtml,20260609103155,,,,
154017,猎聘,能源/化工/环保,化学,化学分析研究员,企业职位,多禧生物,100-499人,,武汉,杭州,本科,3-5年,8-16k·14薪,,,,https://www.liepin.com/job/1931919311.shtml,20251124085211,,,,
154018,猎聘,能源/化工/环保,化学,化学分析研究员（制备分离）,企业职位,高维医药,1-49人,,武汉,杭州-余杭区,本科,1-3年,8-13k·13薪,,,,https://www.liepin.com/job/1978371751.shtml,20260310103339,,,,
154019,猎聘,能源/化工/环保,化学,化学合成工程师,企业职位,上海智峪生物科技有限公司,1-49人,,武汉,杭州-钱塘区,本科,5年以上,10-15k,,,,https://www.liepin.com/job/1974447375.shtml,20250514104520,,,,
154020,猎聘,能源/化工/环保,化学,化学研发工程师,企业职位,天砥科技(嘉兴)有限公司,1-49人,,武汉,嘉兴-南湖区,硕士,经验不限,12-18k·13薪,,,,https://www.liepin.com/job/1974371503.shtml,20250511075717,,,,
154021,猎聘,能源/化工/环保,化学,高级研究员（药物化学）,企业职位,浙江迈同生物医药有限公司,1-49人,,武汉,杭州-萧山区,博士,3-5年,30-35k,,,,https://www.liepin.com/job/1947878715.shtml,20250528112819,,,,
154022,猎聘,能源/化工/环保,化学,化学工程师,企业职位,斯诺科手性(杭州)生物科技有限公司,1-49人,,武汉,杭州-临安区,本科,经验不限,6-12k,,,,https://www.liepin.com/job/1956054175.shtml,20230213153025,,,,
154023,猎聘,能源/化工/环保,化学,小核酸药物化学高级研究员,企业职位,某杭州制药公司,100-499人,,武汉,杭州,硕士,5年以上,40-45k,,,,https://www.liepin.com/a/73853751.shtml,20260409090530,,,,
154024,猎聘,能源/化工/环保,化学,化学分析研究员,企业职位,元嘉生物科技(广东)有限公司,,,武汉,杭州,统招本科,3-5年,10-30k,,,,https://www.liepin.com/job/1935550835.shtml,20210201111636,,,,
154025,猎聘,能源/化工/环保,化学,化学发光研发经理,企业职位,某国内大型生物技术公司,500-999人,,武汉,宁波,硕士,5-10年,25-35k·15薪,,,,https://www.liepin.com/a/76540847.shtml,20260608170755,,,,
154026,猎聘,能源/化工/环保,化学,化学合成高级研究员,企业职位,杭州微远生物科技有限公司,50-99人,,武汉,杭州-滨江区,本科,5年以上,8-20k·14薪,,,,https://www.liepin.com/job/1976727631.shtml,20260226154336,,,,
154027,猎聘,能源/化工/环保,化学,ADC化学总监,企业职位,某制药公司,100-499人,,武汉,湖州,博士,5-10年,60-70k·14薪,,,,https://www.liepin.com/a/74631245.shtml,20260514161740,,,,
154028,猎聘,能源/化工/环保,化学,电化学仿真工程师,企业职位,ATL,10000人以上,,武汉,杭州-上城区,硕士,经验不限,16-24k·13薪,,,,https://www.liepin.com/job/1967382361.shtml,20240708162650,,,,
154029,猎聘,能源/化工/环保,化学,研发工程师（计算化学聚合方向）,企业职位,浙江省化工研究院有限公司,500-999人,,武汉,杭州-西湖区,博士,经验不限,10-20k·18薪,,,,https://www.liepin.com/job/1978363991.shtml,20251111101123,,,,
154030,猎聘,能源/化工/环保,化学,化学合成主管/经理,企业职位,杭州微远生物科技有限公司,50-99人,,武汉,杭州-滨江区,博士,5-10年,20-35k,,,,https://www.liepin.com/job/1977131007.shtml,20260226154336,,,,
154031,猎聘,能源/化工/环保,化学,化学实验室主管,企业职位,浙江创豪,500-999人,,武汉,金华-义乌,本科,5-10年,12-18k·14薪,,,,https://www.liepin.com/job/1978719923.shtml,20251126001653,,,,
154032,猎聘,能源/化工/环保,化学,汽车涂料研发化学师,企业职位,上海薪涂新材料有限公司,500-999人,,武汉,嘉兴-平湖,统招本科,3年以上,20-25k·13薪,,,,https://www.liepin.com/job/1982848943.shtml,20260605090412,,,,
154033,猎聘,能源/化工/环保,化学,【Procurement Supervisor 采购主管 - 化学品/化学原材料/Chemicals/Raw Materials】,企业职位,某大型世界500强化工公司,5000-10000人,,武汉,衢州,统招本科,经验不限,20-25k·15薪,,,,https://www.liepin.com/a/74764611.shtml,20260609103155,,,,
154034,猎聘,能源/化工/环保,化学,有机合成（药物化学）研究员,企业职位,凌科药业(杭州)有限公司,50-99人,,武汉,杭州,本科,3-5年,8-11k,,,,https://www.liepin.com/job/1954897529.shtml,20240118151900,,,,
154035,猎聘,能源/化工/环保,化学,化学镀镍师傅,企业职位,台州市海之恩化学镀有限公司,1-49人,,武汉,台州,中专/中技,1-3年,12-20k,,,,https://www.liepin.com/job/1919307697.shtml,20240912092848,,,,
154036,猎聘,能源/化工/环保,化学,双语数学/化学教师,企业职位,北京顶思致远教育咨询有限公司,1-49人,,武汉,宁波,本科,1-3年,15-20k,,,,https://www.liepin.com/job/1945410645.shtml,20260413150516,,,,
154037,猎聘,能源/化工/环保,化学,化学发光研发经理,企业职位,杭州凯保罗生物科技有限公司,100-499人,,武汉,杭州,本科,3-5年,18-25k,,,,https://www.liepin.com/job/1962399233.shtml,20240314101856,,,,
154038,猎聘,能源/化工/环保,化学,电化学博士,企业职位,国科绿氢,50-99人,,武汉,湖州,博士,1-3年,20-40k,,,,https://www.liepin.com/job/1961291983.shtml,20240104141749,,,,
154039,猎聘,能源/化工/环保,化学,化学研发工程师,企业职位,浙江国能科技有限公司,100-499人,,武汉,湖州-吴兴区,本科,1-3年,6-10k,,,,https://www.liepin.com/job/1963302691.shtml,20240307110443,,,,
154040,猎聘,能源/化工/环保,化学,电化学方法开发工程师,企业职位,宁波容百新能源科技股份有限公司,2000-5000人,,武汉,宁波,统招本科,3年以上,15-25k,,,,https://www.liepin.com/job/1983268033.shtml,20260609095258,,,,
154041,猎聘,能源/化工/环保,化学,化学研发副院长,企业职位,浙江XX药业股份,2000-5000人,,武汉,杭州,博士,10年以上,60-90k,,,,https://www.liepin.com/a/76540531.shtml,20260608170418,,,,
154042,猎聘,能源/化工/环保,化学,药物化学科学家,企业职位,浙江叉异科技有限公司,,,武汉,宁波-慈溪,博士,3-5年,20-50k·20薪,,,,https://www.liepin.com/job/1979283839.shtml,20251222093141,,,,
154043,猎聘,能源/化工/环保,化学,智能化学研究专家,企业职位,青葵智造(北京)科技有限公司,1-49人,,武汉,杭州-余杭区,硕士,3-5年,30-45k·14薪,,,,https://www.liepin.com/job/1982120911.shtml,20260428101019,,,,
154044,猎聘,能源/化工/环保,化学,有机化学工艺研究员,企业职位,嘉兴和剂药业有限公司,1-49人,,武汉,嘉兴-南湖区,本科,1-3年,10-16k,,,,https://www.liepin.com/job/1964611247.shtml,20240729145555,,,,
154045,猎聘,能源/化工/环保,化学,化学生产负责人,企业职位,杭州微远生物科技有限公司,50-99人,,武汉,杭州-滨江区,硕士,5年以上,20-50k·14薪,,,,https://www.liepin.com/job/1980674265.shtml,20260527100218,,,,
154046,猎聘,能源/化工/环保,化学,电化学仿真高级工程师,企业职位,晶科能源有限公司,10000人以上,,武汉,嘉兴-海宁,硕士,5-10年,20-35k·14薪,,,,https://www.liepin.com/job/1977478285.shtml,20250925112822,,,,
154047,猎聘,能源/化工/环保,化学,项目研发工程师（化学类）,企业职位,宁波海尔施基因科技股份有限公司,500-999人,,武汉,宁波,本科,经验不限,7-12k,,,,https://www.liepin.com/job/1936936369.shtml,20240118094410,,,,
154048,猎聘,能源/化工/环保,化学,药物化学总监,企业职位,艾港生物科技(杭州)有限公司,1-49人,,武汉,杭州-钱塘区,博士,3年以上,20-40k,,,,https://www.liepin.com/job/1976687089.shtml,20250822150126,,,,
154049,猎聘,能源/化工/环保,化学,药物化学研究员,企业职位,艾港生物科技(杭州)有限公司,1-49人,,武汉,杭州-钱塘区,本科,3年以上,9-16k,,,,https://www.liepin.com/job/1976687259.shtml,20250822150445,,,,
154050,猎聘,能源/化工/环保,化学,化学技术工程师,企业职位,湖州纯一生物科技有限公司,50-99人,,武汉,湖州-吴兴区,本科,3-5年,10-11k,,,,https://www.liepin.com/job/1977110311.shtml,20251009092759,,,,
154051,猎聘,能源/化工/环保,化学,药物化学高级研究员,企业职位,春禾医药,1-49人,,武汉,杭州-余杭区,博士,1-3年,25-40k,,,,https://www.liepin.com/job/1967039031.shtml,20250114165600,,,,
154052,猎聘,能源/化工/环保,化学,产品化学实验员,企业职位,浙江爱索拓科技有限公司,100-499人,,武汉,杭州-西湖区,大专,1-3年,6-9k,,,,https://www.liepin.com/job/1982693913.shtml,20260520110027,,,,
154053,猎聘,能源/化工/环保,化学,研发工程师（电化学）,企业职位,宁波博雅聚力新材料科技有限公司,100-499人,,武汉,宁波-鄞州区,硕士,经验不限,9-15k·13薪,,,,https://www.liepin.com/job/1979784011.shtml,20260306144801,,,,
154054,猎聘,能源/化工/环保,化学,初高中双语科学（化学）教师,企业职位,桐乡市耀华学校,100-499人,,武汉,嘉兴-桐乡,本科,3-5年,8-15k,,,,https://www.liepin.com/job/1977220335.shtml,20250915110301,,,,
154055,猎聘,能源/化工/环保,化学,化学体系开发工程师,企业职位,零跑科技,10000人以上,,武汉,杭州-滨江区,本科,3-5年,20-35k·14薪,,,,https://www.liepin.com/job/1977713365.shtml,20251208150240,,,,
154056,猎聘,能源/化工/环保,化学,化学检测资深工程师/主管  双休,企业职位,杭州杭美质量技术服务有限公司,50-99人,,武汉,杭州-西湖区,本科,3-5年,8-18k,,,,https://www.liepin.com/job/1965878053.shtml,20240329105503,,,,
154057,猎聘,能源/化工/环保,化学,博士后研究员-化学方向,企业职位,浙江大学杭州国际科创中心,500-999人,,武汉,杭州-萧山区,博士,经验不限,30-35k,,,,https://www.liepin.com/job/1965928423.shtml,20240401145645,,,,
154058,猎聘,能源/化工/环保,化学,化学实验室测试工程师,企业职位,Intertek天祥集团,1000-2000人,,武汉,宁波-鄞州区,大专,1-3年,6-8k·13薪,,,,https://www.liepin.com/job/1946553083.shtml,20220120164534,,,,
154059,猎聘,能源/化工/环保,化学,化学分析,企业职位,嘉善华豪建材有限公司,50-99人,,武汉,嘉兴,本科,经验不限,5-6k·13薪,,,,https://www.liepin.com/job/1935676045.shtml,20210204004930,,,,
